"…Ë±∏±‡¬Î","≤ ¡Â∑—","∂Ã–≈∑—","±æµÿ”Ô“ÙÕ®ª∞∑—","≥§Õæ”Ô“ÙÕ®ª∞∑—"," °ƒ⁄”Ô“Ù¬˛”Œ∑—"," °º ”Ô“Ù¬˛”Œ∑—","π˙º ”Ô“Ù≥§Õæ∑—","…œÕ¯º∞ ˝æ›Õ®–≈∑—","◊€∫œ‘ˆ÷µ∑˛ŒÒ∑—","¿¥µÁœ‘ æ∑—","◊‹∑—”√","…œÕ¯¥Œ ˝","…œÕ¯ ±≥§"," «∑Ò—”≥ŸΩ…∑—","÷˜Ω–¥Œ ˝","±ªΩ–¥Œ ˝","±æµÿÕ®ª∞¥Œ ˝"," °ƒ⁄¬˛”ŒÕ®ª∞¥Œ ˝"," °º ¬˛”ŒÕ®ª∞¥Œ ˝","π˙º ¬˛”ŒÕ®ª∞¥Œ ˝","÷˜Ω–Õ®ª∞∑÷÷” ˝","±ªΩ–Õ®ª∞∑÷÷” ˝","±æµÿÕ®ª∞∑÷÷” ˝","≥§Õæ”Ô“ÙÕ®ª∞∑÷÷” ˝"," °ƒ⁄¬˛”ŒÕ®ª∞∑÷÷” ˝"," °º ¬˛”ŒÕ®ª∞∑÷÷” ˝","π˙º ¬˛”ŒÕ®ª∞∑÷÷” ˝","»∫ƒ⁄Õ®ª∞¥Œ ˝","»∫ƒ⁄Õ®ª∞∑÷÷” ˝","»∫Õ‚Õ®ª∞¥Œ ˝","»∫Õ‚Õ®ª∞∑÷÷” ˝","√¶ ±Õ®ª∞¥Œ ˝","√¶ ±Õ®ª∞∑÷÷” ˝","œ– ±Õ®ª∞¥Œ ˝","œ– ±Õ®ª∞∑÷÷” ˝","∫Ù◊™¥Œ ˝","≤¶¥ÚÀ˚Õ¯øÕ∑˛¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞¥Œ ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞¥Œ ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞∑÷÷” ˝","≤¶¥ÚπÃª∞Õ®ª∞¥Œ ˝","≤¶¥ÚπÃª∞Õ®ª∞∑÷÷” ˝","÷˜Ω–Õ®ª∞¡™œµ»À ˝¡ø","±ªΩ–Õ®ª∞¡™œµ»À ˝¡ø"
"531",0.56,2.38,0,5.17,2.12,1.42,0,19.82,0.76,2.65,135.8,390,24635.65," «",223,247,420,50,0,0,417,439,674,66,116,0,0,0,0,470,607.1,336,408,134,199.1,0,0,19,29.7,8,10.1,172,225.9,223,294.7,23,91
"532",4.27,16.56,0,23.5,9.59,6.45,0,80.92,8.85,12.26,296,814,29288.93333,"∑Ò",331,337,652,16,0,0,478,512,919,47,24,0,0,0,0,668,645.9,378,367.3,290,278.6,0,0,27,31.3,109,100,166,154.2,331,304.6,22,95
"533",5,10.12,1.6,9.15,7.11,121.32,220.15,12.62,0,6,471.07,3,5.816666667,"∑Ò",217,86,28,9,123,143,314,128,28,15,9,155,235,0,0,303,274.8,249,214.3,54,60.5,10,0,23,18,10,9.3,57,61.1,207,177.4,5,45
"534",0,6.8,0.33,0.62,0,63.89,0.98,35.66,11.15,3.09,139.65,118,1476.216667,"∑Ò",325,297,445,7,168,2,561,453,605,47,10,350,2,0,0,622,680.9,388,436.6,234,244.4,0,1,117,146.2,48,47.3,117,139.8,325,386.7,17,63
"535",1.72,3.65,0,9.49,3.84,2.58,0.49,39.34,25.34,8.1,212.49,322,35901.3," «",162,169,322,8,0,1,289,336,536,77,11,0,1,0,0,331,444.8,254,352.7,77,92.1,0,0,35,43.1,15,18.3,94,114.4,162,201.5,15,56
"536",5,3.6,0,35.08,14.36,9.64,0.98,22.75,10.49,6.3,298.58,0,31.7,"∑Ò",689,484,1038,134,0,1,1531,961,2058,229,203,0,2,0,0,1173,1875.5,937,1487,236,388.5,0,0,98,197.4,150,327,429,641.9,689,1172,36,76
"537",7.6,5.48,0,14.03,20.04,3.89,0,59.16,3.64,12.18,218.25,0,0,"∑Ò",83,0,66,17,0,0,267,0,112,88,67,0,0,0,0,83,220.5,55,167.4,28,53,63,0,1,1.2,1,5.1,9,91.9,20,144.1,1,0
"538",6.84,7.92,5.4,26.54,4.33,1.53,1.5,31.55,2.58,8.72,169,1508,27911.13333,"∑Ò",122,101,185,34,0,4,507,330,539,232,61,0,5,0,0,223,718.7,165,563,58,155.7,0,0,11,17.8,6,42.9,72,250.3,122,441,13,52
"539",0.64,4.1,0,11.75,4.81,3.23,0,56.26,2.88,3.01,172.73,404,17931.33333,"∑Ò",163,172,291,9,35,0,252,259,424,22,13,52,0,0,0,335,332.9,210,205.7,125,127.2,0,0,23,29.8,29,29,93,82.2,163,171.3,26,55
"540",5,4,0,6.35,2.59,1.74,0.98,22.8,10.52,6.31,98.98,0,0,"∑Ò",37,23,58,1,0,1,71,50,115,2,2,0,2,0,0,60,86.7,43,67.3,17,19.4,0,0,23,22.6,0,0,12,27.5,37,51.8,3,13
"541",2.16,0,0,3.92,1.6,1.07,0,30.39,3,12.68,78.83,144,4262.9,"∑Ò",74,117,0,0,191,0,95,233,0,0,0,328,0,0,0,191,232,139,176.4,52,55.6,0,0,25,19.8,22,15,16,14.2,74,59.5,2,30
"542",7.6,16.74,0,23.5,9.59,6.45,70.73,80.92,14.52,12.26,375.91,7,13.71666667,"∑Ò",468,299,675,34,0,58,727,463,1013,36,54,0,87,21,26,746,757.4,622,602.9,145,180.5,0,0,75,80.4,112,95.6,275,299.9,468,480.3,28,49
"543",1.1,3,0,4.48,1.83,1.23,0,57.32,3.54,6.44,104.25,161,38415.28333," «",117,128,225,1,19,0,252,246,364,98,3,33,0,0,0,245,361.2,121,218.5,124,142.8,0,0,21,39.4,4,4.8,74,120.1,117,188.8,12,46
"544",0,0,0.33,1.39,0.81,1.63,0,54.42,9.37,5.31,80.91,170,38766.86667,"∑Ò",56,64,120,0,0,0,72,78,148,2,0,0,0,0,0,120,81.5,86,59.4,34,22.1,0,0,11,7.2,1,1.1,14,11.9,56,39.8,5,20
"545",5,6.8,0,20.81,8.51,5.71,0,22.45,30.36,6.22,221,59,2353.516667,"∑Ò",121,90,51,0,160,0,564,224,90,11,0,687,0,0,0,211,684.4,145,395.6,66,288.9,0,0,52,290.2,5,4.1,37,66.3,121,504.5,5,48
"546",5,0,0,6.35,3.38,1.74,0,22.8,20.52,6.31,109.79,81,2929.316667,"∑Ò",151,307,416,36,0,6,273,540,713,24,69,0,7,136,214.2,322,345.8,332,453,126,107,0,0,68,70.5,10,12.7,66,97.3,151,189.5,12,54
"547",7.16,3,0,3.92,1.6,1.07,0,30.56,3,12.68,87,323,24288.43333,"∑Ò",57,121,178,0,0,0,90,220,294,16,0,0,0,1,1.8,177,210.1,106,134.4,72,77.5,0,0,4,1.8,16,13,36,41.7,57,60.6,7,44
"548",3.84,0,0,0,0,7.69,5.39,5.64,21.41,6.76,110.39,2,0.666666667,"∑Ò",189,328,508,0,0,9,266,568,821,2,0,0,11,0,0,517,538.6,393,362.8,124,175.8,0,0,4,4.6,1,0.6,184,151,189,156.2,10,31
"549",3.84,2.6,0,0,1.45,7.69,0,9.36,10.41,6.76,101.77,161,23015.11667,"∑Ò",75,95,90,80,0,0,105,219,193,4,127,0,0,0,0,170,233.3,140,195.6,30,37.7,0,0,5,4.4,9,7.1,52,44,75,64.5,7,37
"550",5,15.1,0,9.45,3.61,2.37,1.86,62.52,7.94,4.76,262.9,1794,33381.53333,"∑Ò",387,474,660,129,59,13,841,853,1003,277,293,107,14,0,0,861,1251.4,645,900,216,351.4,0,0,23,35.7,101,125.6,244,460.4,387,640.5,16,85
"551",7.6,21.91,31.35,23.43,3.25,2.14,0.98,42.89,11.6,12.26,206.63,13,82.2,"∑Ò",338,346,683,0,0,1,643,541,923,259,0,0,2,0,0,684,817.9,455,567,229,250.9,0,0,57,68.9,42,79.5,202,277.2,338,461.1,17,123
"552",2.16,5.8,33,9.32,18,1.07,0,40.61,7.25,12.68,154,91,19264.65," «",233,632,633,232,0,0,442,1023,1009,44,412,0,0,0,0,865,998,536,677.8,329,320.2,0,0,20,28.6,66,72.4,112,182.8,233,311.5,13,149
"553",4.49,24.76,0,28.46,3.77,17.93,231.27,44.42,24.18,6.28,475.17,386,0,"∑Ò",338,264,220,16,32,334,474,364,275,68,22,50,423,0,0,602,516.5,435,363.3,167,153.2,0,0,53,40.7,47,56.7,91,73.3,338,290.8,14,75
"554",5,1.8,0,11.92,4.88,3.27,0,23.38,10.8,6.48,140.8,42,543.7833333,"∑Ò",298,119,391,0,26,0,515,223,585,108,0,45,0,87,129.2,330,391.1,265,357.8,152,162.4,0,0,130,133.3,19,29.2,115,139.8,298,357.7,15,34
"555",0,0.3,11.64,9.67,0,0,0,59.39,28,6,131,118,1733.883333,"∑Ò",39,17,56,0,0,0,135,103,217,21,0,0,0,0,0,56,210.4,43,149,13,61.4,0,0,0,0,29,90.2,6,22.3,39,117.3,2,0
"556",0,10.5,0.15,13.75,5.62,3.78,0,275.19,6.85,4.11,395.93,641,0,"∑Ò",192,226,257,11,150,0,383,476,507,53,22,277,0,0,0,418,638.5,262,392.4,156,246.1,0,0,23,28.4,28,31.7,127,207.1,192,278,22,106
"557",5,1.8,0,9.28,0,2.73,0,158.63,59.9,8.25,266.34,175,18710.98333,"∑Ò",21,12,22,0,11,0,89,31,71,32,0,17,0,0,0,33,101.8,27,91.6,6,10.3,0,0,3,22.5,9,18.5,7,8.1,21,79.2,5,0
"558",3.63,0.04,0,7.84,3.2,2.16,0,15.66,6.08,11.24,94.2,38,703.15,"∑Ò",24,58,69,4,9,0,71,214,234,31,5,15,0,0,0,82,240.9,58,195,24,45.9,0,0,0,0,6,6.1,14,50.1,24,58.8,3,15
"559",1.62,3.44,0,8.89,3.65,2.43,0,37.19,2.2,7.66,194,196,6927.65,"∑Ò",42,67,109,0,0,0,62,111,173,0,0,0,0,15,11.8,94,105.2,73,80.7,36,36.3,0,0,11,5.6,0,0,3,3.2,42,40.9,3,22
"560",0.77,2.03,0,5.78,1.72,1.15,2.94,25.63,145.07,4.52,214.32,130,32374.01667,"∑Ò",41,43,81,0,0,3,67,81,119,23,0,0,6,0,0,84,107.2,61,71.6,23,35.6,0,0,17,18.1,1,0.4,14,23.2,41,47,7,23
"561",5,2.8,1.35,8,2.89,1.74,0,24.17,10.52,6.31,120,40,728.5333333,"∑Ò",31,18,47,2,0,0,382,50,79,351,2,0,0,0,0,49,406.5,36,334.7,13,71.8,0,0,14,16.6,2,57.7,5,4.9,31,366.4,5,0
"562",5,6.72,4.35,25.16,10.83,5.71,7.35,42.46,20.37,6.22,274.54,1425,39461.23333,"∑Ò",203,219,404,8,0,10,340,363,636,30,22,0,15,19,39.7,403,432.6,333,374,89,98.3,5,0,73,67.2,2,5.3,86,74.5,198,225.7,23,47
"563",7.8,17.89,0,33.1,13.54,9.1,0,110.48,12,13.22,407,694,36361,"∑Ò",332,491,313,56,454,0,697,1227,761,84,137,942,0,221,459.6,602,1032.1,534,1014.1,289,477.6,0,0,91,134.9,24,46.4,213,336,332,522.3,21,90
"564",7.2,6.7,0,18.06,7.38,4.95,0,14.42,11.15,10.32,178.77,149,2446.2,"∑Ò",134,176,280,0,30,0,594,597,1079,11,0,101,0,0,0,310,1031.4,223,824.8,87,206.6,0,0,13,54.7,30,232.5,58,184.8,134,527.5,13,85
"565",0.91,2.41,0,4.98,2.03,1.37,5.88,30.36,24.27,5.36,111.83,257,8316.3,"∑Ò",119,160,266,4,0,9,210,411,578,25,6,0,12,54,77.7,225,401.3,206,399.2,73,79.8,0,0,48,67.3,7,8.7,59,65.9,119,148.8,7,63
"566",0.33,6.2,44.55,78.46,1.56,0.74,0,17.86,8.54,3.74,225.95,6,19.85,"∑Ò",375,200,472,16,87,0,1167,510,922,540,35,180,0,0,0,575,1369.5,388,996.6,187,373,0,0,88,306.9,13,61.5,235,548.8,375,977.2,13,55
"567",1.92,1.4,0,7.84,3.2,40.11,0,176.22,15.66,11.24,302.11,161,27633.68333,"∑Ò",147,124,51,69,151,0,613,428,73,58,200,710,0,0,0,271,905.5,209,703.6,62,201.9,0,0,19,154.4,6,5.2,108,336.4,147,542.2,6,45
"568",7.6,5.48,72.7,14.03,5.79,3.89,0,59.16,16.64,12.18,279.7,267,32300.1,"∑Ò",283,303,586,0,0,0,1118,1258,2373,3,0,0,0,292,1754.9,294,331,340,1348.5,246,737.4,20,0,184,877.8,19,22,49,52.5,263,959.9,10,65
"569",2.24,14.32,0,20.32,8.29,5.58,0,69.98,20.02,10.6,266.9,608,73.98333333,"∑Ò",416,460,759,117,0,0,644,772,902,328,186,0,0,0,0,876,961,578,593.5,298,367.5,0,0,71,82.5,78,83.7,226,217.1,416,427.8,15,105
"570",5,4.8,0,47.03,19.26,12.93,0,38.93,43.81,6.5,431.9,131,2373.4,"∑Ò",677,603,0,1280,0,0,1242,1005,0,0,2247,0,0,0,0,1280,1581.1,1003,1195.5,277,385.7,0,0,86,113.7,150,197.4,388,509,677,884.6,28,117
"571",2.56,16.46,0,37.48,15.35,10.29,0,134.95,13.66,12.14,455,903,29101.16667,"∑Ò",78,74,101,22,29,0,155,111,132,42,23,69,0,0,0,152,182,111,120.5,41,61.5,0,0,0,0,2,3.5,65,83.5,78,112.9,7,20
"572",7.8,17.89,0,33.39,13.54,9.1,0,110.48,37,13.22,427.29,617,31950.73333,"∑Ò",96,118,153,5,56,0,190,296,322,80,6,78,0,0,0,214,378,170,332.3,44,45.7,0,0,6,13.7,6,5.6,72,99.2,96,139.6,8,41
"573",7.6,5.48,0,14.03,5.79,3.89,0,59.16,13.64,12.18,209,2193,37104.66667,"∑Ò",254,286,540,0,0,0,385,377,752,10,0,0,0,16,8.3,524,465.3,430,374,110,99.6,0,0,99,88.8,4,3.3,148,147.7,254,245.1,23,83
"574",6.04,9.95,0,5.69,2.32,1.56,0,39.67,33.46,6.11,138.2,56,1415.783333,"∑Ò",39,57,96,0,0,0,63,91,153,1,0,0,0,0,0,96,104.6,55,55.6,41,49,0,0,10,7.6,12,9.9,13,19.7,39,42.9,9,24
"575",5,4.1,35.7,40.52,80.73,56.94,0,21.23,10,6,293.22,285,18064.65,"∑Ò",317,71,173,135,80,0,494,119,170,90,207,146,0,0,0,388,398.3,281,299.5,107,98.9,0,0,33,24.4,63,61.1,218,231.1,317,318.6,19,49
"576",5,10,0,34,7.33,1.74,93.73,22.8,30.52,6.31,250.12,1,3.066666667,"∑Ò",57,86,62,21,0,60,137,217,84,62,31,0,177,0,0,143,278.7,114,222.8,29,55.9,0,0,9,9.1,0,0,25,42,57,106.6,2,39
"577",2.6,5.51,4.35,24.63,3.25,2.14,0,42.89,36.6,12.26,188.15,34,774.0666667,"∑Ò",222,158,328,0,52,0,509,373,513,293,0,76,0,32,55.2,348,624.4,233,454.7,147,224.9,0,0,31,67.2,26,46.9,141,235.8,222,394.1,15,87
"578",6.04,2.75,1.05,5.69,2.32,1.56,0,102.58,1.46,6.11,162.96,13,197.3333333,"∑Ò",100,55,135,10,10,0,247,99,184,103,45,14,0,18,13.9,137,241.8,108,172.9,47,82.8,0,0,55,42.9,3,3.1,23,97.5,100,187.6,7,28
"579",7.6,16.56,0,23.5,9.59,6.45,0,80.92,30.52,12.26,336,85,2781.866667,"∑Ò",60,95,153,0,0,2,79,127,195,8,0,0,3,54,37,101,84.1,121,90.8,34,30.3,0,0,30,18.3,6,3.8,18,17.5,60,45.5,20,48
"580",3.67,0,0,0,0,3.68,0,25.4,10.18,6.47,84,151,13733.3,"∑Ò",43,82,112,4,9,0,80,197,214,35,11,17,0,0,0,125,216.3,80,130.2,45,86.1,0,0,7,13.6,3,2.1,31,41.3,43,57.4,4,42
"581",0,0.2,0,0,0,9,0,8.95,13.19,7.91,94.2,58,2292.3,"∑Ò",37,66,0,67,36,0,104,128,0,0,148,84,0,0,0,103,179.7,64,110.3,39,69.3,0,0,2,3.1,15,41.6,17,37.6,37,85.5,0,21
"582",7.72,17.43,0,32.25,13.19,8.86,0,107.65,3.89,12.88,389,0,0,"∑Ò",95,105,200,0,0,0,306,279,581,4,0,0,0,0,0,200,475.8,178,451.3,22,24.5,0,0,25,26.8,19,45.7,44,173.1,95,252.8,7,55
"583",7.6,16.56,0,29.22,9.59,6.45,0,89.92,18.52,12.26,323.72,462,0,"∑Ò",72,124,144,10,42,0,150,305,295,66,14,80,0,0,0,196,345.2,165,297.3,31,47.9,0,0,14,21.5,7,8.6,34,63.5,72,110.7,2,41
"584",5.93,2.46,23.2,2.31,0.86,0.58,0,21.15,7.29,5.45,83.4,0,0,"∑Ò",110,124,234,0,0,0,217,189,405,1,0,0,0,1,0.5,233,280.2,180,220.4,54,60.3,0,0,6,5.6,2,1.4,101,148.2,110,155.3,6,29
"585",3.39,5.1,0,7.61,3.12,2.08,0,19.94,11.89,4.14,147.49,9,451.9833333,"∑Ò",140,139,255,24,0,0,319,514,664,133,36,0,0,0,0,279,698.6,202,473.3,77,225.3,0,0,26,41.6,27,34.3,73,146.6,140,253.8,19,79
"586",2.08,0.3,0,22.64,9.26,6.21,0,13.61,5.86,9.76,192.3,0,0,"∑Ò",17,8,4,17,4,0,53,13,5,0,46,15,0,0,0,25,52.7,21,39.4,4,13.3,0,0,0,0,0,0,14,28.8,17,44.1,4,0
"587",5,0.9,0,16.56,4.88,3.27,61.74,28.38,12.8,6.48,208.28,0,0,"∑Ò",161,125,224,6,0,56,401,269,400,134,10,0,126,0,0,286,515.9,193,337.4,93,178.5,0,0,38,47.5,14,45.2,92,189,161,315.4,8,25
"588",5.99,2.57,0,4.47,1.82,1.23,0,24.97,21.34,5.72,119,68,4572.133333,"∑Ò",55,101,153,1,2,0,91,226,304,10,1,2,0,5,4.6,151,229.5,93,143,63,91.1,0,0,2,0.6,9,10.4,32,37.5,55,63,3,28
"589",1.14,2.4,0.3,11.43,4.67,3.14,0,11.41,1.58,5.32,131.7,171,7392.1,"∑Ò",200,170,351,19,0,0,634,498,888,202,42,0,0,0,0,370,926.9,273,734.4,97,192.5,0,0,44,116.2,35,49.1,108,332.2,200,524,17,47
"590",2.28,1.1,0,21.91,5.56,3.74,0,14.81,3.12,10.66,138.4,0,0,"∑Ò",135,98,229,4,0,0,374,223,381,210,6,0,0,0,0,233,472.2,168,317.8,65,154.4,0,1,29,50.1,8,27.8,77,159.5,135,298.8,16,26
"591",2,4,0,14.34,4.88,3.28,0,13.01,12.76,9.36,129.76,110,11139.11667,"∑Ò",112,136,229,19,0,0,219,259,381,58,39,0,0,0,0,248,345.8,171,244.3,77,101.5,0,0,15,26.1,6,6,83,107.1,112,158.2,14,63
"592",1.2,2.53,0,3.6,1.47,0.99,0,19.69,1.66,5.62,110,0,0,"∑Ò",36,32,10,58,0,0,85,122,18,4,185,0,0,0,0,68,170.6,54,135.3,14,35.3,0,0,7,13.3,0,0,28,53.1,36,67.1,4,0
"593",7.6,20.48,20.25,20.33,5.79,3.89,0,59.16,11.64,12.18,243.55,29,899.7333333,"∑Ò",207,164,305,0,66,0,777,428,833,122,0,250,0,0,0,371,1021.7,280,866,91,155.7,0,0,75,163.7,9,38.7,103,390.7,207,674.3,16,57
"594",5,5.8,23.1,0.42,0,1.05,0,21.76,3.52,2.11,83.9,94,12534.41667,"∑Ò",188,85,269,4,0,0,651,211,720,127,15,0,0,0,0,273,716.4,174,544.5,99,171.8,0,0,43,89.6,18,103.6,81,208,188,551.6,11,44
"595",1.04,2.75,0,5.69,2.32,1.56,0,57.67,9,6.11,119.54,1057,0,"∑Ò",41,68,96,0,13,0,88,134,189,5,0,28,0,0,0,109,164.4,76,142.4,33,22,0,0,10,6.8,16,19.3,13,38.5,41,67,7,28
"596",0.81,3.44,0,7.47,3.06,2.05,0,38.64,39.1,3.83,237,47,1336.8,"∑Ò",87,136,223,0,0,0,141,307,448,0,0,0,0,0,0,223,331.2,157,252.9,66,78.3,0,0,49,36.3,1,5.2,29,38.1,87,94.8,6,28
"597",5.79,2.6,0,14.69,6.01,4.03,0,55.73,40.08,3.76,283.57,167,19206.46667,"∑Ò",549,506,1000,7,48,0,1117,850,1755,122,22,68,0,481,704.4,574,743.6,605,994.6,450,453.4,0,0,302,507.9,20,27.5,204,259.2,549,844.4,52,156
"598",3.84,1,0,0,0,7.69,0,15.64,17.41,6.76,112,27,452.6333333," «",114,87,169,32,0,0,188,161,251,15,83,0,0,0,0,201,243,163,198.7,38,44.3,0,0,14,10,4,2.8,90,109.7,114,129,9,31
"599",7.6,16.56,0,23.5,9.59,6.45,0,80.92,3.52,12.26,294,656,29414.73333,"∑Ò",304,266,543,27,0,0,762,559,894,370,57,0,0,5,5.1,565,1012.2,397,636.4,173,380.9,0,0,11,16.2,31,58.4,249,514.3,304,597.7,15,83
"600",6.92,0.5,0,7.84,3.2,2.16,0,15.66,2.66,11.24,94.5,0,0,"∑Ò",99,9,108,0,0,0,127,11,119,19,0,0,0,0,0,108,78.3,67,45.4,41,32.9,0,0,15,16.5,12,9.3,70,44.9,99,72.5,11,0
"601",2.08,0,0,22.64,9.26,6.21,0,47.79,2.86,9.76,240,697,0,"∑Ò",205,183,346,33,9,0,455,352,600,118,71,18,0,99,130.9,289,483,276,411.1,112,202.9,14,0,87,134.6,2,6,97,192.5,191,336.7,13,69
"602",0,4.5,44,14.21,0.58,0,0,0,19,6,88.49,3,82.58333333,"∑Ò",352,409,753,8,0,0,554,707,1203,49,9,0,0,141,126.6,620,742.1,500,593.4,261,275.3,0,0,115,107.2,36,52.8,192,206.3,352,372.4,18,67
"603",0,0,43.94,1.89,0,0,0,0,0,6,84.83,0,0,"∑Ò",119,71,190,0,0,0,174,103,273,4,0,0,0,1,0.5,189,175.7,109,85.6,81,90.6,0,0,14,24.6,30,19.2,69,64.2,119,111.8,7,22
"604",7.28,2.57,0,13.61,5.56,16.94,223.82,14.81,25.12,10.66,395.69,3,0.933333333,"∑Ò",65,40,5,0,15,85,178,79,7,2,0,30,218,0,0,105,198.9,64,114.4,41,84.5,0,0,9,18.5,6,7.9,34,71.3,65,141.3,2,22
"605",7.28,0.7,0,13.61,5.56,3.74,0,14.81,18.12,10.66,149.7,2,0.566666667,"∑Ò",132,91,0,0,223,0,207,160,0,0,0,367,0,0,0,223,250.9,138,155.8,85,95.1,0,0,6,6.7,31,33.7,91,95.5,132,140.1,2,45
